x1,target
2.400157208367223,0.0
2.9787379841057398,0.0
1.022722120123589,0.0
2.9500884175255893,0.0
1.848642791702302,0.0
1.896781148206442,0.0
2.4105985019383724,0.0
2.144043571160878,0.0
2.761037725146993,0.0
2.121675016492828,0.0
2.443863232745425,0.0
2.3336743273742666,0.0
1.794841736234199,0.0
2.313067701650901,0.0
1.1459042606982752,0.0
-0.5529898158340787,0.0
2.653618595440361,0.0
2.8644361988595057,0.0
1.2578349795935582,0.0
0.5456343254012352,0.0
2.045758517301446,0.0
1.8128161499741664,0.0
2.1549474256969163,0.0
2.3781625196021734,0.0
1.1122142523698872,0.0
0.019203531776073,0.0
1.6520878506738474,0.0
2.15634896910398,0.0
1.6126731825920475,0.0
1.6976972494246645,0.0
0.9514470349329074,0.0
0.5799820628210248,0.0
0.2937298093749874,0.0
1.4903478182483465,0.0
1.5619256983888137,0.0
0.7472046399500738,0.0
2.77749035583191,0.0
0.3861021524420485,0.0
1.7872597197860314,0.0
1.1045334388063244,0.0
2.386902497859262,0.0
1.4891948624311269,0.0
0.8193678158775879,0.0
1.9718177716613448,0.0
2.428331870530417,0.0
2.066517222383168,0.0
2.3024718977397813,0.0
1.3656779063190363,0.0
1.637258834012862,0.0
1.327539552224049,0.0
1.6404468384594586,0.0
1.1868537179555458,0.0
0.2737173976683231,0.0
2.177426142253753,0.0
1.5982190637917382,0.0
0.3698016530339554,0.0
2.462782255525774,0.0
1.0927016356167578,0.0
2.051945395796139,0.0
2.7290905621775368,0.0
2.1289829107574105,0.0
0.7651741796463474,0.0
2.402341641177549,0.0
1.3151899090596868,0.0
1.1292028508181182,0.0
1.4211503352355843,0.0
1.6884474678726271,0.0
2.056165342229745,0.0
0.8348501592166435,0.0
2.900826486954187,0.0
2.46566243973046,0.0
0.4637563137227762,0.0
1.8200751641876487,0.0
0.9292473784894576,0.0
1.5968230530268204,0.0
2.20827497807686,0.0
2.9766390364837125,0.0
2.3563663971744018,0.0
2.706573168191948,0.0
2.010500020720821,0.0
2.12691209270362,0.0
2.401989363444702,0.0
0.6522409388575536,0.0
0.7295150015142664,0.0
2.969396708158011,0.0
0.8268765948858401,0.0
1.5863810192402528,0.0
1.2525451885592422,0.0
2.9060446582753854,0.0
1.1387743149452976,0.0
1.7319966290486195,0.0
2.802456395796395,0.0
2.947251967773748,0.0
1.8449899069091655,0.0
2.6140793703460803,0.0
2.922206671566527,0.0
2.376425531155629,0.0
0.9005992094158055,0.0
2.298238174206056,0.0
1.3054321402686346,0.0
1.850365459672329,0.0
1.5648464482783626,0.0
2.672294757012436,0.0
2.4074618362411107,0.0
1.2300839255546836,0.0
2.5392491912918174,0.0
1.325667339342624,0.0
2.031830558274351,0.0
1.364153921621119,0.0
2.6764332949464995,0.0
2.576590816614941,0.0
1.791701244422005,0.0
2.396006712661645,0.0
0.9069384912694942,0.0
